username,video_id,comment,clean_comment,label
,,"Bikin penasaran banget, dapet jakpot besar cuma dalam sekali coba di 𝐀𝘎𝘜𝘚𝙏OT𝑂!",bikin penasaran banget  dapet jakpot besar cuma dalam sekali coba di agustoto,1
@VanHongBui-r7p,lvb0_bGZDTU,Sehat selalu 🥇𝐒𝐆𝐈𝟖𝟖🏆 ter the best !,@VanHongBui-r7p sehat selalu  sgi88  ter the best,1
@Lfordharris-s5y,,"Langsung dapet jakpot gede, coba main di A𝙂𝐔𝑆𝐓𝐎T𝘖dan buktikan sendiri!",@Lfordharris-s5y langsung dapet jakpot gede  coba main di agustotodan buktikan sendiri,1
,,kalau buat meeting sih saran gw ada 3 pilihan<br><br>1. YSL Y EDP<br>2. Dior Sauvage Elixir<br>3. French Avenue Aether (clone dari PdM Greenley),kalau buat meeting sih saran gw ada 3 pilihan1  ysl y edp2  dior sauvage elixir3  french avenue aether  clone dari pdm greenley,0
@warganu959,QhmebdBeXKY,"Azka corbuzer latian beban sedari remaja tb nya 186 cm, jd latian beban malah membantu pertumbuhan badan",@warganu959 azka corbuzer latian beban sedari remaja tb nya 186 cm  jd latian beban malah membantu pertumbuhan badan,0
,,"Semuanya gacir di 𝘈𝙀RО８𝟖,jangan sampe ketinggalan ya!",semuanya gacir di aero88 jangan sampe ketinggalan ya,1
@riveraBrowning-t3j,,Pokoknya 𝐀 𝐌 𝐁 𝐈 𝐋 𝟒 𝐃 recommended banget buat semua!,@riveraBrowning-t3j pokoknya a m b i l 4 d recommended banget buat semua,1
@steffensAsahoo-r8m,,"Gacor bgt di 𝐀𝙂𝐔𝐒𝙏𝑂𝘛𝙊, serius deh",@steffensAsahoo-r8m gacor bgt di agustoto  serius deh,1
@Spetersothman-y8c,,"𝐀𝙂𝐔𝐒𝙏𝑂𝘛𝙊, auto mekswin",@Spetersothman-y8c agustoto  auto mekswin,1
,,"Modal kecil berubah jadi hasil besar, cuma di 𝐀GU𝑆𝘛ОT𝙊!",modal kecil berubah jadi hasil besar  cuma di agustoto,0
@AsenderMadera-q4m,,Jakpot besar datang tiba-tiba di 𝐃ОЯ𝘼𝟩𝟽. Penasaran kan? 😬 😟,@AsenderMadera-q4m jakpot besar datang tiba-tiba di doяa77  penasaran kan,1
,,Jokes bapak2 ni,jokes bapak2 ni,0
,,"Bener-bener gacir banget main di 𝘈𝐄R𝑂88.Modal kecil, hasilnya luar biasa!",bener-bener gacir banget main di aero88 modal kecil  hasilnya luar biasa,1
,,jot merendah 🤣🤣,jot merendah,0
@PhuongOanhLe-c8x,lvb0_bGZDTU,aq tadi main di  💎𝐒𝐆𝐈𝟖𝟖💎 membuktikan saya bisa beranjak dari pengantar surat ke manajer sukses.,@PhuongOanhLe-c8x aq tadi main di   sgi88  membuktikan saya bisa beranjak dari pengantar surat ke manajer sukses,1
,,"Hasil gacir bikin aku makin puas main di D𝘖𝑅A𝟳𝟩, makasih banyak!", hasil gacir bikin aku makin puas main di dora77  makasih banyak,1
,,ayah aku kangen😢😢, ayah aku kangen,0
@zulfarhanifs1565,,"Life is not fair, that&#39;s why Allah create afterlife. Ingyah kan 😁",@zulfarhanifs1565 life is not fair  that s why allah create afterlife  ingyah kan,0
@anjono8963,,panutanku,@anjono8963 panutanku,0
,,main poppy play time chapter 4, main poppy play time chapter 4,0
,,Anjirr cantik gini koq, anjirr cantik gini koq,0
@IbisevicKumar-s6x,,"Makasih 𝐀GUS𝐓O𝘛𝘖,rezeki datang terus tanpa henti!",@IbisevicKumar-s6x makasih agustoto rezeki datang terus tanpa henti,1
,,maen dmn ini bang<br>gor nya bagus, maen dmn ini banggor nya bagus,0
@vythanh1961,lvb0_bGZDTU,Vlognya bikin pengen jalan-jalan! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin tempatnya kelihatan keren!,@vythanh1961 vlognya bikin pengen jalan-jalan   mona4d  bikin tempatnya kelihatan keren,1
@XuanLinhLe-c1i,SAAVZtoQTH4,Kontennya konsisten bagus terus! 𝐒𝐆𝐈𝟖𝟖,@XuanLinhLe-c1i kontennya konsisten bagus terus  sgi88,1
@fadillahrizky2054,,Banyak juday Gini bro bro,@fadillahrizky2054 banyak juday gini bro bro,0
@CyWander,,El gercep sit,@CyWander el gercep sit,0
@MgoinsMedina-b5b,,𝐀𝙂𝐔𝐒𝙏𝑂𝘛𝙊memberikan kesempatan untuk mencoba sesuatu yang baru.,@MgoinsMedina-b5b agustotomemberikan kesempatan untuk mencoba sesuatu yang baru,1
@AhmetUnal-m5l,,"Prosesnya sangat cepat, terima kasih kepada PulΛᴜ𝟽𝟽𝟽.",@AhmetUnal-m5l prosesnya sangat cepat  terima kasih kepada pulau777,1
,,Perut maaaak kondisikan,perut maaaak kondisikan,0
@việttháithu24,lvb0_bGZDTU,Bener-bener inspiratif! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin aku termotivasi buat coba hal baru!,@việttháithu24 bener-bener inspiratif   mona4d  bikin aku termotivasi buat coba hal baru,1
@garengsemar9936,,Kawin mulu,@garengsemar9936 kawin mulu,0
,,Siap ketua,siap ketua,0
,,Clip imut,clip imut,0
,,"Tarik semua hasil jerih payah di A𝙂𝙐𝑆𝙏О𝙏𝙊,saatnya investasi masa depan!",tarik semua hasil jerih payah di agustoto saatnya investasi masa depan,1
,,"Dunia memang g adil, krn itu ada pengadilan akhirat..", dunia memang g adil  krn itu ada pengadilan akhirat,0
,,sosis hitam, sosis hitam,0
@unkcaunk9075,,Ngurus ayam kapan lagi v,@unkcaunk9075 ngurus ayam kapan lagi v,0
@HuuTamDo-d9b,lvb0_bGZDTU,"02:42 Mood booster banget, 𝙋𝙧𝙤𝙗𝙚𝙩8️⃣5️⃣5️⃣ bikin senyum sendiri! 😊",@HuuTamDo-d9b mood booster banget  probet8  5  5   bikin senyum sendiri,1
,,"Alhamdulillah, rezeki nggak kemana! Baru main di 𝐀𝐆𝙐𝙎𝑇O𝘛О,langsung dapat jakpot besar! Thank you banget!",alhamdulillah  rezeki nggak kemana  baru main di agustoto langsung dapat jakpot besar  thank you banget,1
,,Good morning king,good morning king,0
,,"Begitu mantap! Bermain di 𝐀𝐆𝐔S𝙏O𝘛𝙊-lancar, rezeki pun mengalir dengan deras!", begitu mantap  bermain di agustoto-lancar  rezeki pun mengalir dengan deras,1
,,"Happy banget main di 𝐀GUS𝐓O𝘛𝘖,hasilnya selalu gacir!", happy banget main di agustoto hasilnya selalu gacir,1
,,2, 2,0
@NbajajTajayi-w9m,,"Situs gacir, pasti menang di А𝐸𝑅O88",@NbajajTajayi-w9m situs gacir  pasti menang di aero88,1
@adaadiadu314,,Sebelum ratusan 😂,@adaadiadu314 sebelum ratusan,0
,,Menurut aku mah ya bahkan sekelas pengusaha aja ga semua bisa bersentuhan sama dunia politik dan hukum. Kalau pemain besar mungkin bisa tapi kalau bukan pemain besar butuh usaha buat ngelobi. Jadi kaya nya butuh punya partner yang pandai melobi 😅<br><br>Nanti om kalau mau bikin bisnis lagi nyari temen nya yang kaya belut kalau bisa mah 😅, menurut aku mah ya bahkan sekelas pengusaha aja ga semua bisa bersentuhan sama dunia politik dan hukum  kalau pemain besar mungkin bisa tapi kalau bukan pemain besar butuh usaha buat ngelobi  jadi kaya nya butuh punya partner yang pandai melobi  nanti om kalau mau bikin bisnis lagi nyari temen nya yang kaya belut kalau bisa mah,0
@bapekyt,lvb0_bGZDTU,Pagi dit,@bapekyt pagi dit,0
@MlundgrenMoore-m4m,,dah jgn disebar kemana2 ini cukup yang disini aja yang tau gw tiap jumat party duitnya dari ambil4d   cek sendiri aja,@MlundgrenMoore-m4m dah jgn disebar kemana2 ini cukup yang disini aja yang tau gw tiap jumat party duitnya dari ambil4d   cek sendiri aja,1
,,"𝘈𝐺𝐔𝙎𝑇𝐎𝙏𝘖, auto maxwin",agustoto  auto maxwin,1
,,"Rezeki dari 𝐀E𝐑О88-bikin hariku lebih menyenangkan, thank you!",rezeki dari aero88-bikin hariku lebih menyenangkan  thank you,1
@fikriridho2514,,"Ingat lu lutfih, alam bawah ketolol lu🖕",@fikriridho2514 ingat lu lutfih  alam bawah ketolol lu,0
,,"Orang udik pengin ikut komen d live, gmn cara&#39;y  bang? 🙏",orang udik pengin ikut komen d live  gmn cara y  bang,0
,,"A𝐺𝑈𝘚𝐓𝘖T𝙊 jackpot gampang banget, lu harus coba",agustoto jackpot gampang banget  lu harus coba,1
,,celink aing nyapu😢, celink aing nyapu,0
,,"Gak pake lama, main di 𝐀𝐆𝐔S𝙏O𝘛𝙊 langsung dapet hasil maksimal!", gak pake lama  main di agustoto langsung dapet hasil maksimal,1
@islamJanzen-k5d,,"𝐀𝐆𝐔S𝙏O𝘛𝙊 tiap kali maen pasti aja WEDEY, enak banget",@islamJanzen-k5d agustoto tiap kali maen pasti aja wedey  enak banget,1
@rifoanfasyah6922,,Perasaan tadi ada vidio yg sama kenny.  Kok ga ada ya gaes,@rifoanfasyah6922 perasaan tadi ada vidio yg sama kenny   kok ga ada ya gaes,0
@Qorygore,,"<a href=""https://discord.gg/AZkhcMqz"">https://discord.gg/AZkhcMqz</a> <a href=""http://www.youtube.com/results?search_query=%23kemananich"">#kemananich</a> DISCORD KLEAN MAU NGAPAIN NIHHHH",@Qorygore kemananich discord klean mau ngapain nihhhh,0
@Mflowerssaputra-w4o,,"Main di 𝐀𝙂𝐔𝐒𝙏𝑂𝘛𝙊-bikin hariku lebih menyenangkan, terima kasih!",@Mflowerssaputra-w4o main di agustoto-bikin hariku lebih menyenangkan  terima kasih,1
,,sekarang cuan gass 𝗕𝐎𝗪𝕆𝟕７ bandar 20k, sekarang cuan gass bowo77 bandar 20k,1
,,Kawin mulu, kawin mulu,0
,,"Happy banget, cuma di 𝐷𝑂𝐑𝐀7𝟩-keberuntungan datang terus!",happy banget  cuma di dora77-keberuntungan datang terus,1
,,Jangan lupa mampir guys banyak clip aaa clan🖖🏻,jangan lupa mampir guys banyak clip aaa clan,0
,,Jot lu pernah d geprek balmond belom?,jot lu pernah d geprek balmond belom,0
@Biji100,QhmebdBeXKY,iya bg soalnya ortu kita orang males ngawasin lebih milih sibuk sendiri. pffftt,@Biji100 iya bg soalnya ortu kita orang males ngawasin lebih milih sibuk sendiri  pffftt,0
,,Biasanya kalo double date itu bangun rumah ci,biasanya kalo double date itu bangun rumah ci,0
,,Maen horor ga ci?,maen horor ga ci,0
,,bangker🤣🤣🤣,bangker,0
,,"A𝐺𝑈𝘚𝐓𝘖T𝙊 gampang banget buat jekpot, rugi kalo gk coba",agustoto gampang banget buat jekpot  rugi kalo gk coba,1
@persikovKdunne-r8d,,Pokoknya DE.WA.D0.RA recommended banget buat semua!,@persikovKdunne-r8d pokoknya de wa d0 ra recommended banget buat semua,1
,,Gas bang !! cerita wingman yang lain wkwk, gas bang    cerita wingman yang lain wkwk,0
,,king jot sedang meng-kode brand parfum🤣,king jot sedang meng-kode brand parfum,0
@huamanRanta-f6z,,"maen di 𝘿𝘖𝘙𝐀𝟩7, cuan gmpng",@huamanRanta-f6z maen di dora77  cuan gmpng,1
@mrlukmansp,,YONO lebih baik daripada YOLO,@mrlukmansp yono lebih baik daripada yolo,0
,,Bukan asia harum sedap ger??,bukan asia harum sedap ger,0
@BridgettMcmillan-y9n,,𝔾𝔸 ℝ𝕌 𝔻𝔸 ℍ𝕆 𝕂𝕀terpopuler di Indonesia🦅,@BridgettMcmillan-y9n ga ru da ho kiterpopuler di indonesia,1
,,"I don&#39;t buy what i want, i just buy what i wanna be", i don t buy what i want  i just buy what i wanna be,0
,,kapan ark woi🤬, kapan ark woi,0
,,"Ga boong, di 𝐀𝙂𝐔𝐒𝙏𝑂𝘛𝙊 de po kecil doang bisa mekswin berkali-kali", ga boong  di agustoto de po kecil doang bisa mekswin berkali-kali,1
,,Muka lu kayak meme jomok 😂,muka lu kayak meme jomok,0
,,"Senang banget, main di А𝐄𝙍𝘖88-bikin hariku lebih cerah!",senang banget  main di aero88-bikin hariku lebih cerah,1
@ROGELIOToomey,,"gw penasaran sama Garudahoki, emang itu apaan si plzzz?🤔",@ROGELIOToomey gw penasaran sama garudahoki  emang itu apaan si plzzz,1
@Venixisanswer,,finally someone that says ku-syen not kasyen 😭😭😭,@Venixisanswer finally someone that says ku-syen not kasyen,0
@muhammadbudi4903,,Ark kapan di lanjutinya,@muhammadbudi4903 ark kapan di lanjutinya,0
@HaqqerPc,,Budak baju hitam main bagus.. pandai control.. smash padu.. ohsem❤,@HaqqerPc budak baju hitam main bagus   pandai control   smash padu   ohsem,0
,,eta sosis hideng saha v 🤣, eta sosis hideng saha v,0
@wistaraj,,Kakang Nnael jadi pulang yah,@wistaraj kakang nnael jadi pulang yah,0
,,"А𝐸𝑅O88 gachor, jepe gampang", aero88 gachor  jepe gampang,1
@terlarangTmeehan-e8t,,"A𝐺𝙐𝙎𝑇OT𝑂 gk bohong, gampang banget buat WEDEY di sini",@terlarangTmeehan-e8t agustoto gk bohong  gampang banget buat wedey di sini,1
,,hidung nya operasi malah aneh gtu, hidung nya operasi malah aneh gtu,0
@HerisdwiYuangga,SAAVZtoQTH4,Anjir kukira kena sindrom apa gitu😢😅,@HerisdwiYuangga anjir kukira kena sindrom apa gitu,0
@User-yqiw6iwi8q,,Sir channel lu kenapa?,@User-yqiw6iwi8q sir channel lu kenapa,0
,,BAGI BAGI MAXW1N !! DI T0G3L62🎉🎉,bagi bagi maxw1n    di t0g3l62,1
,,"Ketagihan main di A𝘎𝑈𝙎𝐓О𝑇𝑂, gachor terus jepey ga ada lawan",ketagihan main di agustoto  gachor terus jepey ga ada lawan,1
,,finally bisa sambil makan, finally bisa sambil makan,0
,,kemaren kena mantap 𝑩⋅Ο⋅𝐖⋅𝑶⋅𝟕⋅𝟩 kekayaan 25rb, kemaren kena mantap b o w o 7 7 kekayaan 25rb,1
@torresof-b7i,,"Rezeki besar nggak kemana, makasih banyak 𝐀𝐆𝐔S𝙏O𝘛𝙊!",@torresof-b7i rezeki besar nggak kemana  makasih banyak agustoto,1
,,"𝐀𝘌𝑅О88 gua WD gede, saldo lgnsung byk", aero88 gua wd gede  saldo lgnsung byk,1
,,W Rizky,w rizky,0
,,"𝐀𝙂𝙐𝑆𝐓𝘖𝙏𝑂 aku cba bntr, jepe gede lngsg",agustoto aku cba bntr  jepe gede lngsg,1
@alahmdiHansrod-u1m,,"𝐀GUS𝐓O𝘛𝘖 emang gacor, depo kecil bisa auto sultan",@alahmdiHansrod-u1m agustoto emang gacor  depo kecil bisa auto sultan,1
,,"Seru banget main di 𝘋𝑂𝐑𝘼𝟽𝟩, eh dapet JP juga! Rezeki emang gak kemana!", seru banget main di dora77  eh dapet jp juga  rezeki emang gak kemana,1
,,Ini ciWendy yg ex nya Reza Arap?cakep bgt, ini ciwendy yg ex nya reza arap cakep bgt,0
,,"𝘋ЕW𝘈𝐷𝘖𝐑𝐴 gacor bgt, pecah terus", dewadora gacor bgt  pecah terus,1
@QuangThanhVu-n4b,IzbN42Yi8cE,✌𝐓𝐈𝐌𝐎𝟒𝐃✌ itu andalan di kala gabut!,@QuangThanhVu-n4b timo4d  itu andalan di kala gabut,1
@thắngthu43,lvb0_bGZDTU,Gameplay-nya bikin tegang! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin aku pengen coba sendiri!,@thắngthu43 gameplay-nya bikin tegang   mona4d  bikin aku pengen coba sendiri,1
@alldysaputra2839,,eta sosis hideng saha v 🤣,@alldysaputra2839 eta sosis hideng saha v,0
@nevesClaudiu-e9h,,"Jepe gampang banget, main di А𝐸𝑅O88",@nevesClaudiu-e9h jepe gampang banget  main di aero88,1
,,Pecah parah maen di 𝐴𝐆𝙐S𝐓𝘖𝙏О,pecah parah maen di agustoto,1
,,"Makasih banyak DE.WA.D0.RA, hari ini benar-benar gacir banget!", makasih banyak de wa d0 ra  hari ini benar-benar gacir banget,1
,,Jodol asyuuuu,jodol asyuuuu,0
,,"Main di 𝗣𝗥𝗢𝗦𝗘𝗦𝟰𝗗 bet 400 ratus malah makin gacor , makin cepet naik dari saldo deposit , makasih bosku !!",main di proses4d bet 400 ratus malah makin gacor   makin cepet naik dari saldo deposit   makasih bosku,1
,,yang meme bayi negro itu maksudnya gmana si ? ada botol air, yang meme bayi negro itu maksudnya gmana si   ada botol air,0
@Iqball001,,mesti knjoet,@Iqball001 mesti knjoet,0
@mlakinCstyles-x2p,,Jangan ragu!!! mantap parah disini🎉🎉👍 ambil4d terbaik 2025!!! 😊😊💸,@mlakinCstyles-x2p jangan ragu    mantap parah disini    ambil4d terbaik 2025,1
@MlopezAkhter-i3b,,Orang cerdas memahami bermain di ambil4d mantap parah😅😅❤,@MlopezAkhter-i3b orang cerdas memahami bermain di ambil4d mantap parah,1
,,saya pundi withdraw 𝑩𝐎𝐖𝗢𝟳𝟳 anjer tadi malem, saya pundi withdraw bowo77 anjer tadi malem,1
,,Mendingan gw diem aja, mendingan gw diem aja,0
,,"Aero nipu, ngga bisa wd",aero nipu  ngga bisa wd,1
@zyuradesu89,,&quot;Mampus aing mah cepet babi&quot;,@zyuradesu89 mampus aing mah cepet babi,0
@fnadia5135,,Politik itu memang kebutuhan orang hidup,@fnadia5135 politik itu memang kebutuhan orang hidup,0
,,"Politik past hubungan dengan bisnis. Perubahan pajak kan politik, kena pengusaha juga.😢", politik past hubungan dengan bisnis  perubahan pajak kan politik  kena pengusaha juga,0
,,gampang kena gorengan,gampang kena gorengan,0
@MuhammadYusufRindjani,,pertama bang,@MuhammadYusufRindjani pertama bang,0
,,Masuk iklan parfum,masuk iklan parfum,0
@Glebcircles-d4r,,"Keren abis! Menang banyak di 𝐀𝐸𝙍О88, auto upgrade! 🤫 🤥",@Glebcircles-d4r keren abis  menang banyak di aero88  auto upgrade,1
,,Modern art😂😹, modern art,0
,,Njing makin jenaka aja nih king jot,njing makin jenaka aja nih king jot,0
@QuangHungDang-s6f,lvb0_bGZDTU,"Masyaallah,🎱ℙℝ𝕆𝔹𝔼𝕋-855🎱bikin takjub! Visualnya ciamik, ceritanya inspiratif, dan untungnya bikin jantungan!💯",@QuangHungDang-s6f masyaallah  probet-855 bikin takjub  visualnya ciamik  ceritanya inspiratif  dan untungnya bikin jantungan,1
,,Main di ambil4d   itu kayak diberi tiket emas menuju jackpot!baru daftar langsung JP wkwkwk😅😅,main di ambil4d   itu kayak diberi tiket emas menuju jackpot baru daftar langsung jp wkwkwk,1
@KE-2090,,Ud d mediashare blom ni,@KE-2090 ud d mediashare blom ni,0
,,Goks blay😂, goks blay,0
,,Gorengan berkedok renungan😂,gorengan berkedok renungan,0
,,YSL Y king,ysl y king,0
@geez6550,,Blay gercep,@geez6550 blay gercep,0
,,main bliar,main bliar,0
@prw4,,Kenyataannya kehidupan nyata banyak drama dan politik yang menyeret hukum. Kalau gak gitu mana ada perusahaan besar yang ownernya berusaha disingkirkan dan dibangkrutkan usahanya? Giliran kejerat baru nangis tu yang komen kebanyakan drama. Sekelas rakyat kecil mengritik aja lihat tu tahun kemaren kena ujaran kebencian dan berita hoax masih yakin gak penting?,@prw4 kenyataannya kehidupan nyata banyak drama dan politik yang menyeret hukum  kalau gak gitu mana ada perusahaan besar yang ownernya berusaha disingkirkan dan dibangkrutkan usahanya  giliran kejerat baru nangis tu yang komen kebanyakan drama  sekelas rakyat kecil mengritik aja lihat tu tahun kemaren kena ujaran kebencian dan berita hoax masih yakin gak penting,0
,,𝐀𝐆𝐔S𝙏O𝘛𝙊 menawarkan platform yang terus berkembang berdasarkan masukan pengguna., agustoto menawarkan platform yang terus berkembang berdasarkan masukan pengguna,1
,,"de po receh 100 ribu, mekswin auto 10 juta di D𝑂𝑅A𝟽7", de po receh 100 ribu  mekswin auto 10 juta di dora77,1
,,I fight for..., i fight for,0
@việtthUanh,lvb0_bGZDTU,Review-nya jujur dan jelas! 💕𝐌𝐎𝐍𝐀𝟒𝐃🟣 bikin aku percaya sama pendapatmu!,@việtthUanh review-nya jujur dan jelas   mona4d  bikin aku percaya sama pendapatmu,1
,,HAHAHA LUCU BANGET OMAYGAT😱😱😱😱😱😱😱😱😱,hahaha lucu banget omaygat,0
@Ggohserrano-d2z,,𝘈𝐸𝐑𝐎88 memberikan kesempatan untuk terhubung dengan beragam orang. 🤕 🤢,@Ggohserrano-d2z aero88 memberikan kesempatan untuk terhubung dengan beragam orang,1
,,"Main di D𝐸𝐖𝘼𝐃𝐎R𝘼, cuan jadi mudah", main di dewadora  cuan jadi mudah,1
,,KESEMPATAN JADI SULTAN !!🔥💥 Togel62,kesempatan jadi sultan      togel62,1
@nunuohayooo5011,,kok mirip michael Jakson ya,@nunuohayooo5011 kok mirip michael jakson ya,0
,,Ajak borox main game ini dong bang kayaknya seru dah, ajak borox main game ini dong bang kayaknya seru dah,0
@nugrohoadi5743,,Haluuus,@nugrohoadi5743 haluuus,0
,,Mana mau si jot,mana mau si jot,0
,,"Assalamualaikum Bang Qory, aku sudah lama menjadi subscriber mu, bahkan semenjak Abang masih chubby, aku doakan agar Abang sukses, dan rejeki Abang semakin lancar, dan di rahmati Allah SWT, Abang kan suka game horror dan suka game yang difficulty nya God, aku ada saran game horror yang namanya Feae And Hunger, yang pertama. Coba Abang main game itu, itu game sempat viral.", assalamualaikum bang qory  aku sudah lama menjadi subscriber mu  bahkan semenjak abang masih chubby  aku doakan agar abang sukses  dan rejeki abang semakin lancar  dan di rahmati allah swt  abang kan suka game horror dan suka game yang difficulty nya god  aku ada saran game horror yang namanya feae and hunger  yang pertama  coba abang main game itu  itu game sempat viral,0
,,Haha aku tertawa,haha aku tertawa,0
,,Terima kasih 𝐀 𝐌 𝐁 𝐈 𝐋 𝟒 𝐃  WD cepat masuk saldo rekening. Gak nyesel main di sini sukses terus,terima kasih a m b i l 4 d  wd cepat masuk saldo rekening  gak nyesel main di sini sukses terus,1
,,Ter pelantung dikit tidak ngaruh boyy wkwkwkw 😂, ter pelantung dikit tidak ngaruh boyy wkwkwkw,0
,,"Gak mau ketinggalan, main di A𝘌𝘙О𝟪８-langsung dapet jakpot gede!",gak mau ketinggalan  main di aero88-langsung dapet jakpot gede,1
@JASA.JOKI17,,Lanjut interior v,@JASA.JOKI17 lanjut interior v,0
@hermawanCbeatty-o2m,,"𝘼𝐸𝑅𝙊8𝟴 gachor bgt, jepe terus",@hermawanCbeatty-o2m aero88 gachor bgt  jepe terus,1
@hermawanCbeatty-o2m,,"𝐴𝘎𝐔ST𝘖T𝘖 gacir banget, serius",@hermawanCbeatty-o2m agustoto gacir banget  serius,1
,,Bang main game pengantin iblis katanya oks, bang main game pengantin iblis katanya oks,0
@VanHuyNguyen-k5i,lvb0_bGZDTU,"ᑭᖇOᗷET❽❺❺ vibes ramah, bikin betah! 😍",@VanHuyNguyen-k5i probet855 vibes ramah  bikin betah,1
,,"Jakpot besar banget di 𝐀𝙂𝙐𝑆𝐓𝘖𝙏𝑂,recommended banget buat yang cari hiburan!",jakpot besar banget di agustoto recommended banget buat yang cari hiburan,1
,,Anying udah gua merenung banget tiba-tiba endorse jir😂😂,anying udah gua merenung banget tiba-tiba endorse jir,0
,,Mykonos california king jot gg lu jadi 100 persen,mykonos california king jot gg lu jadi 100 persen,0
,,𝐴𝙂𝙐𝙎𝘛𝐎𝘛O gue bru main lngsg gacor!, agustoto gue bru main lngsg gacor,1
,,Awal: motivasi<br>Akhir: iklan 😡😡,awal  motivasiakhir  iklan,0
,,Minta ke oyo itu 🗿,minta ke oyo itu,0
@f2p337,,Orang yang udah cerai masih ngasih angpao ga sih<br>Statusnya kan udah ga nikah <br>Udah ga ada suami juga<br>Soalnya kan udah cerai<br>Jadi sendirian aja<br>Ga punya suami kan ya<br>Kan udah cerai ya<br>Ehh bener ga sih udah cerai<br><br><br>Ngeluarin angpao: ❎<br>Ngeluarin ak-47: ✅,@f2p337 orang yang udah cerai masih ngasih angpao ga sihstatusnya kan udah ga nikah udah ga ada suami jugasoalnya kan udah ceraijadi sendirian ajaga punya suami kan yakan udah cerai yaehh bener ga sih udah ceraingeluarin angpao   ngeluarin ak-47,0
